date,isLiked,artistName,artistID,artistPopularity,artistFollowers,artistGenre
,,Thom Yorke,4CvTDPKA6W06DRfBnZKrau,57,934485,"alternative rock, art pop, art rock, electronica, glitch pop, indie rock, oxford indie"
,,Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,74,4506622,"contemporary country, country, country road, modern country rock"
,,Thundercat,4frXpPxQQZwbCu3eTGnZEw,73,1118174,"afrofuturism, indie soul"
,,Tiesto,2o5jDhtHVPhrJdv3cEQ99Z,84,6906619,"big room, brostep, dutch edm, edm, house, pop dance, slap house, trance"
,,Tim McGraw,6roFdX1y5BYSbp60OTJWMd,72,4365179,"contemporary country, country, country road"
,,Timmy Trumpet,0CbeG1224FS58EUx4tPevZ,72,1019537,"australian dance, big room, melbourne bounce, melbourne bounce international"
,,Tjr,2L8yW8GIoirHEdeW4bWQXq,53,151625,"dutch house, edm, electro house, melbourne bounce, moombahton, pop dance, progressive electro house, uk garage"
,,Toby Keith,2bA6fzP0lMAQ4kz6CF61w8,69,2007188,"classic oklahoma country, contemporary country, country, country road"
,,Tokimonsta,3VwKSHAfgzV1DOHV0aANCI,55,295514,"chillwave, electra, indietronica, instrumental hip hop, wonky"
,,Tokyo Police Club,3wyfo3svXNWnszGAEVey11,45,194136,"canadian indie, dance-punk, indie rock, indietronica, modern rock, ontario indie, shimmer pop"
,,Tommy Trash,1tBU8jUEdVR3mqSsAqEGfD,53,144958,"aussietronica, australian dance, dutch house, edm, electro house, melbourne bounce, pop dance, progressive electro house, progressive house"
,,Tool,2yEwvVSSSUkcLeSTNyHKh8,70,3150411,"alternative metal, art rock, nu metal, progressive metal, progressive rock, rock"
,,Toots and the Maytals,6ZFv3wQwwWPiVDWhv0mjQK,55,454784,"reggae, roots reggae, ska"
,,Toro Y Moi,6O4EGCCb6DoIiR6B1QCQgp,62,714292,"chillwave, hypnagogic pop, indie soul, indietronica"
,,Tortoise,3WggbHDpj4rPKbL97zG5MQ,37,126934,"chicago indie, double drumming, experimental, experimental rock, noise pop, post-rock"
,,Tory Lanex,2jku7tDXc6XoB6MO2hFuqg,80,5522082,"canadian hip hop, canadian trap, melodic rap, r&b, rap, toronto rap, trap"
,,Totally Enormous Extinct Dinosaurs,0g3NiCRhEv7M4SEDMrpItN,52,185158,"alternative dance, indietronica, nu disco, oxford indie"
,,Tove Lo,4NHQUGzhtTLFvgF5SZesLK,75,3392248,"metropopolis, pop, swedish electropop, swedish pop, swedish synthpop"
,,Trace Adkins,79FMDwzZQxHgSkIYBl3ODU,61,2499959,"contemporary country, country, country road"
,,Train,3FUY2gzHeIiaesXtOAdB7A,72,4286212,"dance pop, neo mellow, pop, pop rock"
,,Trampled By Turtles,3GjVVVcFmUgEJEAAsbGkf4,58,363670,"duluth indie, indie folk, jam band, new americana, progressive bluegrass, stomp and holler"
,,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,90,22486571,"hip hop, rap, slap house"
,,Trey Anastasio,3Felk6Y6jjU00yE1XTOqKZ,41,108870,jam band
,,Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,81,8693604,"melodic rap, rap"
,,Tristan Garner,1huUvqGjiNcAYH0Nd2e3ue,26,3986,progressive electro house
,,Trombone Shorty,37ZvFp654tY74Z1D2TLOGR,47,174545,"jazz trombone, new orleans funk"
,,Trombone Shorty & Orleans Avenue,37ZvFp654tY74Z1D2TLOGR,47,174545,"jazz trombone, new orleans funk"
,,TV on the Radio,3HJIB8sYPyxrFGuwvKXSLR,56,586283,"alternative dance, alternative rock, brooklyn indie, chamber pop, indie rock, indietronica, modern rock, neo-synthpop"
,,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,80,23663085,"modern rock, pop, pov: indie, rock"
,,Twiddle,0hNjIdUHXWhd0dilzi6c12,46,106448,"funk rock, jam band"
,,Twisted Sister,7b85ve82Sh36a3UAx74wut,63,2391566,"album rock, glam metal, hard rock, metal, rock"
,,Two Door Cinema Club,536BYVgOnRky0xjsPT96zl,68,2288042,"indie rock, indietronica, irish rock, modern alternative rock, modern rock, northern irish indie"
,,Ty Segall,58XGUNsRNu3cVOIOYk5chx,48,306982,"alternative rock, bay area indie, garage rock, indie rock, lo-fi, neo-psychedelic, noise pop, noise rock, oc indie"
,,Tycho,5oOhM2DFWab8XhSdQiITry,57,665046,"downtempo, electronica, indietronica, intelligent dance music"
,,Tyler the Creator,4V8LLVI7PbaPR0K2TGSxFF,88,11559017,"hip hop, rap"
,,Umek,5Hini2nQyoglzpdKe41cZt,46,155929,"dark techno, minimal techno, raw techno, slovenian electronic"
,,Ummet Ozcan,7e1BNCygl2Gf7CX8LrByPv,60,462853,"big room, dutch house, edm, electro house, pop dance, progressive electro house"
,,Umphrey's McGee,7mQilAy42MqNPqUFqK4Z0o,44,194168,jam band
,,Underworld,1PXHzxRDiLnjqNrRn2Xbsa,56,555696,"big beat, electronica"
,,Unknown Mortal Orchestra,1LeVJ5GPeYDOVUjxx1y7Rp,62,789327,"art pop, indie rock, indie soul, indietronica, kiwi rock, neo-psychedelic, portland hip hop, psychedelic pop"
,,Vampire Weekend,5BvJzeQpmsdsFp4HGUYUEx,66,1854556,"baroque pop, chamber pop, garage rock, indie rock, indietronica, modern rock, stomp and holler"
,,Vance Joy,10exVja0key0uqUkk6LJRT,76,2830625,"folk-pop, modern rock"
,,Vicetone,0daugAjUgbJSqdlyYNwIbT,64,429106,"edm, electro house, pop dance, progressive electro house"
,,Victor Calderone,2vSlQJ6UWFVWZQPzUaaMGI,31,16190,tribal house
,,Vince Staples,68kEuyFKyqrdQQLLsmiatm,68,1747721,"conscious hip hop, hip hop, rap, underground hip hop"
,,Vini Vici,29zsVzEH33dD5QqxeL8dvy,64,485481,progressive uplifting trance
,,Vintage Culture,28uJnu5EsrGml2tBd7y8ts,72,1750293,brazilian edm
,,Violent Femmes,0rpMdBzQXf7aYRnu5fDBJy,57,643535,"acoustic punk, alternative rock"
,,Volbeat,0L5fC7Ogm2YwgqVCRcF1bT,71,2355822,"alternative metal, danish metal, danish rock"
,,Waka Flocka Flame,6f4XkbvYlXMH0QgVRzW0sM,66,2645804,"atl hip hop, dirty south rap, rap, southern hip hop, trap"
,,Walk the Moon,6DIS6PRrLS3wbnZsf7vYic,69,2068734,"dance rock, modern rock, pop"
,,Warface,1wuQQfTDZhgNb4GJyhThUs,58,88066,"rawstyle, xtra raw"
,,Warpaint,3AmgGrYHXqgbmZ2yKoIVzO,49,470923,"alternative dance, art pop, chamber pop, dance-punk, dream pop, electronica, indie rock, la indie, modern dream pop, neo-synthpop, new rave, shimmer pop"
,,Wavves,6bUJpbekaIlq2fT5FMV2mQ,45,240575,"indie garage rock, indie rock, indie surf, lo-fi, noise pop, noise rock, nu gaze, san diego indie, surf punk"
,,Waxahatchee,5IWCU0V9evBlW4gIeGY4zF,50,169399,"alabama indie, bubblegrunge, chamber pop, countrygaze, indie rock"
,,Ween,3u1ulLq00Y3bfmq9FfjsPu,58,383672,alternative rock
,,Weezer,3jOstUTkEu2JkjvRdBA5Gu,73,3099802,"alternative rock, modern power pop, modern rock, permanent wave, rock"
,,Whitesnake,3UbyYnvNIT5DFXU4WgiGpP,64,2706512,"album rock, british blues, classic rock, glam metal, hard rock, metal, rock"
,,Whitney,6XpaIBNiVzIetEPCWDvAFP,77,9242371,dance pop
,,Widespread Panic,54SHZF2YS3W87xuJKSvOVf,50,261771,"athens indie, jam band, southern rock"
,,Wilco,2QoU3awHVdcHS8LrZEKvSM,60,700459,"alternative country, alternative rock, chicago indie, indie rock, roots rock, stomp and holler"
,,Wildstylez,0wr85NuJuAYZsRzP1lJgiV,56,185110,"classic hardstyle, euphoric hardstyle"
,,Willie Nelson,5W5bDNCqJ1jbCgTxDD0Cb3,71,1949209,"classic country pop, classic texas country, country, country rock, nashville sound, outlaw country, singer-songwriter"
,,Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,82,11049393,"hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap"
,,Wolf Alice,3btzEQD6sugImIHPMRgkwV,60,623349,"indie rock, modern alternative rock, modern rock"
,,Wolf Parade,0XSqX2PB3C5dTMv7SZaxSm,39,155845,"canadian indie, indie rock, indietronica, noise pop, quebec indie"
,,Wolfmother,3yEnArbNHyTCwMRvD9SBy4,60,896971,"alternative rock, australian psych, garage rock, modern blues rock, modern rock, rock"
,,Wolfpack,74ycentHh1YZrW5x4PLnox,46,41714,"belgian edm, big room, crust punk, dutch house"
,,Wu-Tang Clan,34EP7KEpOjXcM2TCat1ISk,69,2736159,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
,,YACHT,3p2tOUHPzDOVOW1hzSrgw8,58,10373,
,,Yeah Yeah Yeahs,3TNt4aUIxgfy9aoaft5Jj2,66,1218432,"alternative dance, alternative rock, art pop, dance-punk, garage rock, indie rock, modern rock, neo-synthpop, new rave"
,,Years & Years,5vBSrE1xujD2FXYRarbAXc,68,1960049,"gauze pop, pop, tropical house, uk pop"
,,Yeasayer,04HvbIwBccFmRie5ATX4ft,43,212613,"alternative dance, brooklyn indie, chamber pop, indie rock, neo-synthpop, shimmer pop"
,,Yelawolf,68DWke2VjdDmA75aJX5C57,66,2194104,alabama rap
,,Yellow Claw,47z7ZrgFoBvVpCnElCE3Zh,63,1039116,"edm, electro house, pop dance"
,,Yellow Days,3dv4Q4q3LWOnbLJnC6GgTY,51,453576,bedroom pop
,,Yo La Tengo,5hAhrnb0Ch4ODwWu4tsbpi,55,474920,"alternative rock, art pop, dream pop, indie rock, indietronica, lo-fi, new jersey indie, noise pop, permanent wave, shoegaze"
,,Yonder Mountain String Band,1ReHC2jB2DGoPbMYhzuFuO,45,141621,"banjo, jam band, jamgrass, progressive bluegrass, string band"
,,Young the Giant,4j56EQDQu5XnL7R3E9iFJT,66,1495394,"indietronica, modern alternative rock, modern rock, pov: indie, stomp and holler"
,,Young Thug,50co4Is1HCEo8bhOyUWKpn,84,8345200,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap"
,,Zac Brown Band,6yJCxee7QumYr820xdIsjo,73,3553522,"contemporary country, country, country road, modern country rock"
,,Zatox,27Z5l2Kfy1IaYZMg5INWqO,51,156067,"classic hardstyle, euphoric hardstyle, rawstyle"
,,Zeal & Ardor,6yCjbLFZ9qAnWfsy9ujm5Y,48,176044,"avant-garde metal, swiss metal"
,,Zedd,2qxJFvFYMEDqd7ui6kSAcq,75,5939817,"complextro, edm, german techno, pop, pop dance"
,,Zeds Dead,67qogtRNI0GjUr8PlaG6Zh,62,565331,"brostep, canadian electronic, dubstep, edm, electro house, progressive electro house"
,,Ziggy Marley,0o0rlxlC3ApLWsxFkUjMXc,56,1181807,"reggae, roots reggae"
,,Zola Jesus,78OKNrjc3BvniYTqvpOp6P,38,124795,"art pop, dark pop, grave wave, metropopolis, neo-synthpop, noise pop, spectra"
,,Zomboy,0ycHhPwPvoaO4VGzmMnXGq,51,783419,"brostep, edm, glitch"
,,ZZ Top,2AM4ilv6UzW0uMRuqKtDgN,70,3980084,"album rock, blues rock, classic rock, hard rock, rock"
,,Alanis Morissette,6ogn9necmbUdCppmNnGOdi,68,2526312,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter"
,,Billy Strings,1ZN1c1qWEGZNX1pGeKCPpf,61,295998,"jam band, jamgrass, new americana, progressive bluegrass"
,,Big Sean,0c173mlxpT3dSFRgMO8XPh,77,10817233,"detroit hip hop, hip hop, pop rap, r&b, rap, southern hip hop, trap"
,,Ludacris,3ipn9JLAPI5GUEo4y4jcoi,76,2591342,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap"
,,Lupe Fiasco,01QTIT5P1pFP3QnnFSdsJf,66,1858560,"chicago rap, conscious hip hop, hip hop, political hip hop, pop rap, rap, southern hip hop"
,,Lil Yachty,6icQOAFXDZKsumw3YXyusw,78,9012537,"atl hip hop, melodic rap, rap, trap"
,,All Time Low,46gyXjRIvN1NL1eCB8GBxo,70,2941472,"modern rock, neon pop punk, pop punk"
,,X Ambassadors,3NPpFNZtSTHheNBaWC82rB,72,2873133,"modern alternative rock, modern rock, stomp pop"
,,6LACK,4IVAbR2w4JJNJDDRFP3E83,76,4235920,"atl hip hop, melodic rap, r&b, rap, trap"
,,Lifehouse,5PokPZn11xzZXyXSfnvIM3,64,1930182,"neo mellow, pop rock, post-grunge"
,,CeeLo Green,5nLYd9ST4Cnwy6NHaCxbj8,64,571250,atl hip hop
,,John Newman,34v5MVKeQnIo0CWYMbbrPf,68,703586,"dance pop, tropical house"
,,Luis Fonsi,4V8Sr092TqfHkfAA5fXXqG,74,11054439,"latin pop, puerto rican pop"
,,Ms. Lauryn Hill,2Mu5NfyYm8n5iTomuKAEHl,72,2465474,"alternative r&b, conscious hip hop, hip hop, neo soul, new jersey rap, r&b, soul"
,,George Strait,5vngPClqofybhPERIqQMYd,73,3828117,"contemporary country, country, country road"
,,Sarah McLachlan,4NgNsOXSwIzXlUIJcpnNUp,62,805737,"canadian pop, canadian singer-songwriter, ectofolk, lilith, permanent wave, pop rock"
,,Kelis,0IF46mUS8NXjgHabxk2MCM,63,561414,"dance pop, hip pop, neo soul, urban contemporary"
,,Neil Diamond,7mEIug7XUlQHikrFxjTWes,68,2384966,"adult standards, brill building pop, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock, yacht rock"
,,Ella Mai,7HkdQ0gt53LP4zmHsL0nap,71,5001788,"r&b, rap, uk contemporary r&b"
,,Fat Joe,3ScY9CQxNLQei8Umvpx5g6,67,1574964,"bronx hip hop, dirty south rap, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, trap"
,,American Authors,0MlOPi3zIDMVrfA9R04Fe3,66,1509904,"modern rock, pop rock"
,,Hoobastank,2MqhkhX4npxDZ62ObR5ELO,67,2350553,"alternative metal, funk metal, nu metal, pop rock, post-grunge"
,,The Animals,3ICflSq6ZgYAIrm2CTkfVP,64,2217551,"album rock, british invasion, classic rock, hard rock, protopunk, psychedelic rock, rock"
,,Stevie Nicks,7crPfGd2k81ekOoSqQKWWz,66,1237587,heartland rock
,,Willow,3rWZHrfrsPBxVy692yAIxF,72,2305051,"afrofuturism, pop, post-teen pop, pov: indie"
,,Of Mice & Men,4tususHNaR68xdgLstlGBA,60,1227056,"alternative metal, melodic metalcore, metalcore, pop punk, post-grunge"
,,Khalid,6LuN9FCkKOj5PcnpouEgny,85,15980909,"pop, pop r&b"
,,2 Chainz,17lzZA2AlOHwCwFALHttmp,75,7838285,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap"
,,Wale,67nwj3Y5sZQLl72VNUHEYE,70,4088112,"pop rap, r&b, rap, southern hip hop, trap"
,,Kehlani,0cGUm45nv7Z6M6qdXYQGTX,74,6893813,"pop, r&b"
,,BTS,3Nrfpe0tUJi4K4DXYWgMUX,90,65197729,"k-pop, k-pop boy group, pop"
,,Jess Glynne,4ScCswdRlyA23odg9thgIO,72,2965843,"pop, uk pop"
,,Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,73,1417560,"atl hip hop, crunk, dance pop, dirty south rap, old school atlanta hip hop, pop rap, southern hip hop, trap"
,,Joji,3MZsBdqDrRTJihTHQrO6Dq,82,8530391,viral pop
,,Her,1Q6SZxTvaE3HhslV0iXbI6,68,1481977,"corrido, corridos tumbados, nueva musica mexicana, sad sierreno, sierreno"
,,PnB Rock,21WS9wngs9AqFckK7yYJPM,69,3840158,"melodic rap, rap, trap"
,,Sleeping With Sirens,3N8Hy6xQnQv1F1XCiyGQqA,64,2189758,"modern rock, neon pop punk, pop emo, pop punk, screamo"
,,Prince Royce,3MHaV05u0io8fQbZ2XPtlC,76,7755785,"bachata, latin hip hop, latin pop, urbano latino"
,,Cascada,0N0d3kjwdY2h7UVuTdJGfp,66,483302,"eurodance, europop, german techno, melbourne bounce international"
,,Matisyahu,5eyMzR1hYiEZtN2c9ly2kw,57,687622,reggae fusion
,,Kenny Loggins,3Y3xIwWyq5wnNHPp5gPjOW,68,967472,"album rock, classic rock, heartland rock, mellow gold, new wave pop, singer-songwriter, soft rock, yacht rock"
,,Hinder,6BMhCQJYHxxKAeqYS1p5rY,61,1766071,"alternative metal, nu metal, post-grunge"
,,Baby Bash,12PSlydMSjEHzSCj9X5qv7,61,877266,"chicano rap, latin hip hop, pop rap, southern hip hop, texas latin rap, urban contemporary"
,,Lil Wayne,55Aa2cqylxrFIXC767Z865,85,13580110,"hip hop, new orleans rap, pop rap, rap, trap"
,,Tyga,5LHRHt1k9lMyONurDHEdrp,80,6820228,"hip hop, pop rap, rap, trap"
,,Trey Songz,2iojnBLj0qIMiKPvVhLnsH,70,7264545,"dance pop, r&b, southern hip hop, trap, urban contemporary"
,,Jessie J,2gsggkzM5R49q6jpPvazou,71,11221272,"dance pop, pop"
,,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,86,15119439,"melodic rap, philly rap, rage rap, rap"
,,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,81,30383592,"dance pop, pop"
,,Jhené Aiko,5ZS223C6JyBfXasXxrRqOk,77,6478631,r&b
,,Sean Kingston,6S0dmVVn4udvppDhZIWxCr,69,3040819,"dance pop, miami hip hop, pop"
,,Don Omar,33ScadVnbm2X8kkUqOkC6Z,81,9282561,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
,,Felix Jaehn,4bL2B6hmLlMWnUEZnorEtG,76,1285582,"edm, german dance, pop dance, tropical house"
,,Pitbull,0TnOYISbd1XYRBk9myaseg,83,10007747,"dance pop, miami hip hop, pop"
,,Kodak Black,46SHBwWsqBkxI7EeeBEQG7,83,9331999,"florida drill, florida rap, melodic rap, miami hip hop, rap, trap, trap latino"
,,Fabolous,0YWxKQj2Go9CGHCp77UOyy,66,2574594,"gangster rap, hip hop, pop rap, rap, trap, urban contemporary"
,,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,88,36798570,"puerto rican pop, reggaeton, trap latino, urbano latino"
,,Tinashe,0NIIxcxNHmOoyBx03SfTCD,67,2590850,"alternative r&b, dance pop, metropopolis, pop, r&b, urban contemporary"
,,GoldLink,5XenQ7XfcvQdfIbpLEFaKQ,66,841630,"alternative r&b, dmv rap"
,,Mario,20s0P9QLxGqKuCsGwFsp7w,66,3150666,"dance pop, r&b, southern hip hop, urban contemporary"
,,Keyshia Cole,1vfezMIyCr4XUdYRaKIKi3,67,3501478,"hip pop, r&b, urban contemporary"
,,ZHU,28j8lBWDdDSHSSt5oPlsX2,64,830056,"edm, electro house, tropical house"
,,Lloyd,1Xfmvd48oOhEWkscWyEbh9,65,2163510,"r&b, southern hip hop, trap, urban contemporary"
,,The Commodores,6twIAGnYuIT1pncMAsXnEm,65,1701407,"adult standards, disco, funk, mellow gold, motown, quiet storm, soft rock, soul"
,,Dashboard Confessional,4ERtgeBbWRkFzIz6LaFCeY,56,576788,"emo, neon pop punk, pop punk, pop rock"
,,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,79,11832394,"dance pop, pop"
,,M.I.A.,0QJIPDAEDILuo8AIq3pMuU,67,1223780,"escape room, indietronica, new rave"
,,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,87,32820695,"latin hip hop, reggaeton, trap latino, urbano latino"
,,Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,76,10386799,"pop, scandipop, swedish electropop, swedish pop"
,,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,78,6984423,"boy band, pop"
,,Robin Schulz,3t5xRXzsuZmMDkQzgOX35S,79,3068236,"deep euro house, deep house, edm, german dance, pop dance, tropical house"
,,Kevin Gates,1gPhS1zisyXr5dHTYZyiMe,74,5840060,"baton rouge rap, rap, trap"
,,Becky G,4obzFoKoKRHIphyHzJ35G3,81,13416153,"latin pop, latin viral pop, rap latina, reggaeton, urbano latino"
,,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,84,5275323,"atl hip hop, melodic rap, rap, trap"
,,Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,70,2080158,"danish pop, scandipop"
,,WIZKID,3tVQdUvClmAT7URs9V3rsp,77,3780804,"afrobeats, afropop, azonto, azontobeats, nigerian hip hop, nigerian pop"
,,Dababy,4r63FhuTkUYltbVAg5TQnk,82,10828017,"hip hop, north carolina hip hop, rap"
,,Ski Mask The Slump God,2rhFzFmezpnW82MNqEKVry,75,5415623,"hip hop, miami hip hop, rap, underground hip hop"
,,Pendulum,7MqnCTCAX6SsIYYdJCQj9B,60,901223,"australian dance, dancefloor dnb, drum and bass"
,,Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS,77,7579702,"dance pop, pop"
,,Carly Rae Jepsen,6sFIWsNpZYqfjUpaCgueju,72,5205465,"canadian pop, dance pop, pop"
,,Kodaline,4BxCuXFJrSWGi1KHcVqaU4,69,2888150,"irish pop, modern rock"
,,Steve Miller Band,6QtGlUje9TIkLrgPZrESuk,67,2758645,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock"
,,The Isley Brothers,53QzNeFpzAaXYnrDBbDrIp,62,1694128,"classic soul, funk, motown, quiet storm, soul"
,,Maná,7okwEbXzyT2VffBmyQBWLz,78,9756792,"latin arena pop, latin pop, latin rock, mexican pop, mexican rock, rock en espanol"
,,Juanes,0UWZUmn7sybxMCqrw9tGa7,76,4377683,"colombian pop, latin pop, mexican pop, rock en espanol"
,,LANY,49tQo2QULno7gxHutgccqF,72,5498907,la pop
,,50 Cent,3q7HBObVc0L8jNeTe5Gofh,83,11223462,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap"
,,Lady A,32WkQRZEVKSzVAAYqukAEA,68,3755474,"contemporary country, country, country dawn, country pop, country road"
,,Keane,53A0W3U0s8diEn9RhXQhVz,73,2957752,"neo mellow, piano rock, pop rock"
,,Daughtry,5P5FTygHyx2G57oszR3Wot,64,2025333,"alternative metal, neo mellow, pop rock, post-grunge"
,,Pierce the Veil,4iJLPqClelZOBCBifm8Fzv,73,2465636,"pop punk, screamo"
,,Farruko,329e4yvIujISKGKz1BZZbO,84,15118572,"reggaeton, trap latino, urbano latino"
,,Four Tet,7Eu1txygG6nJttLHbZdQOh,64,657216,"electronica, folktronica, indietronica, intelligent dance music, trip hop"
,,Adele,4dpARuHxo51G3z768sgnrY,86,48604419,"british soul, pop, pop soul, uk pop"
,,Shaggy,5EvFsr3kj42KNv97ZEnqij,73,1952714,"dance pop, pop rap, reggae fusion"
,,Jorja Smith,1CoZyIx7UvdxT5c8UkMzHd,72,3129001,"r&b, uk contemporary r&b"
,,Martin Solveig,1bj5GrcLom5gZFF5t949Xl,64,1215381,"disco house, edm, electro house, filter house, house, pop dance, tropical house, vocal house"
,,Hollywood Undead,0CEFCo8288kQU7mJi25s6E,70,2285262,"alternative metal, modern rock, post-grunge, rap metal, rap rock"
,,KT Tunstall,5zzrJD2jXrE9dZ1AklRFcL,60,392546,"ectofolk, lilith, neo mellow, pop rock, scottish singer-songwriter"
,,The Human League,1aX2dmV8XoHYCOQRxjPESG,62,1040412,"new romantic, new wave, new wave pop, permanent wave, sophisti-pop, synthpop"
,,Rick Ross,1sBkRIssrMs1AbVkOJbc7a,77,6811809,"dirty south rap, gangster rap, hip hop, rap, southern hip hop, trap"
,,Lil Baby,5f7VJjfbwm532GiveGC0ZK,89,14200199,"atl hip hop, atl trap, rap, trap"
,,MARINA,6CwfuxIqcltXDGjfZsMd9A,73,4626943,"metropopolis, pop, pov: indie, uk alternative pop"
,,Earl Sweatshirt,3A5tHz1SfngyOZM2gItYKu,69,2014284,"drumless hip hop, experimental hip hop, hip hop, rap, underground hip hop"
,,Ashanti,5rkVyNGXEgeUqKkB5ccK83,71,2725376,"dance pop, hip pop, r&b, urban contemporary"
,,Jeezy,4yBK75WVCQXej1p04GWqxH,70,2339452,"atl hip hop, crunk, dirty south rap, gangster rap, old school atlanta hip hop, rap, southern hip hop, trap"
,,Leona Lewis,5lKZWd6HiSCLfnDGrq9RAm,65,3506732,"british soul, dance pop, pop, talent show"
,,E-40,3crnzLy8R4lVwaigKEOz7V,67,834318,"cali rap, gangster rap, hyphy, oakland hip hop, west coast rap"
,,Boys Like Girls,0vWCyXMrrvMlCcepuOJaGI,60,1152137,"neon pop punk, pop punk"
,,Mura Masa,5Q81rlcTFh3k6DQJXPdsot,62,647913,"channel islands indie, hyperpop, indie soul, vapor soul"
,,Theory of a Deadman,74eX4C98E4FCrAMl39qRsJ,64,1974990,"alternative metal, canadian metal, canadian rock, nu metal, post-grunge"
,,Blackstreet,2P3cjUru4H3fhSXXNxE9kA,63,720088,"boy band, contemporary r&b, new jack swing, r&b, urban contemporary"
,,Chaka Khan,6mQfAAqZGBzIfrmlZCeaYT,63,1496317,"disco, funk, neo soul, quiet storm, soul"
,,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,77,5157016,"album rock, classic rock, heartland rock, mellow gold, piano rock, rock, singer-songwriter, soft rock"
,,Chemical Brothers,1GhPHrq36VKCY3ucVaZCfo,62,1904226,"alternative dance, big beat, breakbeat, electronica, filter house, rave, trip hop"
,,London Grammar,3Bd1cgCjtCI32PYvDC3ynO,64,1443310,"metropopolis, nottingham indie"
,,Cheat Codes,7DMveApC7UnC2NPfPvlHSU,69,2173733,"edm, pop, pop dance"
,,Billy Currington,1By9QBFnjZAoI83BZppHlt,67,2545432,"contemporary country, country, country road"
,,Jessie Ware,5Mq7iqCWBzofK39FBqblNc,66,725734,"british soul, electropop, neo soul, pop soul, uk pop"
,,Goldfrapp,5BKsn7SCN2XmbF7apdCpRS,52,527230,"alternative dance, art pop, electronica, indietronica, neo-synthpop, trip hop"
,,Ja Rule,1J2VVASYAamtQ3Bt8wGgA6,69,1654322,"dance pop, east coast hip hop, gangster rap, hip hop, hip pop, pop rap, queens hip hop, rap, urban contemporary"
,,Lee Brice,5Zq7R5qmi58ByYyBQTlNuk,71,2044695,"contemporary country, country, country road, modern country rock"
,,D12,5Qi4Bb7a8C0a00NZcA77L0,65,2854172,"detroit hip hop, gangster rap, hip hop"
,,Coolio,3y24n3XhZ96wgwRXjvS17T,69,902184,"g funk, gangster rap, hip hop, west coast rap"
,,Paul McCartney,4STHEaNw4mPZ2tzheohgXB,71,4404155,"beatlesque, classic rock, rock"
,,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,61,1345825,"indie pop, lilith, piano rock"
,,Ginuwine,7r8RF1tN2A4CiGEplkp1oP,66,2440611,"contemporary r&b, hip pop, r&b, urban contemporary"
,,Maxwell,2AOt5htsbtyaHd5Eq3kl3j,58,1616165,"neo soul, quiet storm, r&b, urban contemporary"
,,Talib Kweli,0lEssBAxQl2In4RpaB1C2Y,54,568569,"conscious hip hop, east coast hip hop, hip hop"
,,RÜFÜS DU SOL,5Pb27ujIyYb33zBqVysBkj,72,1323143,"australian electropop, indietronica"
,,Katy Perry,6jJ0s89eD6GaHleKKya26X,84,27124978,pop
,,Kasabian,11wRdbnoYqRddKBrpHt4Ue,62,1720075,"britpop, garage rock, leicester indie, modern rock, rock"
,,Kali Uchis,1U1el3k54VvEUzo3ybLPlM,86,4502811,colombian pop
,,Nicky Jam,1SupJlEpv7RS2tPNRaHViT,81,18857378,"latin hip hop, reggaeton, trap latino, urbano latino"
,,Boyz II Men,6O74knDqdv3XaWtkII7Xjp,66,2780100,"boy band, contemporary r&b, new jack swing, r&b, urban contemporary"
,,Stone Temple Pilots,2UazAtjfzqBF0Nho2awK4z,67,3220593,"alternative metal, alternative rock, classic rock, grunge, hard rock, nu metal, post-grunge, rock"
,,Shania Twain,5e4Dhzv426EvQe3aDb64jL,74,2910325,"canadian country, canadian pop, contemporary country, country, country dawn"
