date,isLiked,artistName,artistID,artistPopularity,artistFollowers,artistGenre
,,Alan Jackson,4mxWe1mtYIYfP040G38yvS,72,2346570,country
,,Bone Thugs-n-Harmony,5spEJXLwD1sKUdC2bnOHPg,67,2691996,"gangster rap, hardcore hip hop, hip hop, ohio hip hop, rap"
,,Roddy Ricch,757aE44tKEUQEqRuT6GnEB,80,9367409,"melodic rap, rap, trap"
,,Eagles,0ECwFtbIWEVNwjlrfc6xoL,76,9511449,"album rock, classic rock, heartland rock, mellow gold, rock, soft rock, yacht rock"
,,Colbie Caillat,6aZyMrc4doVtZyKNilOmwu,69,2469174,"dance pop, neo mellow, pop"
,,Stereophonics,21UJ7PRWb3Etgsu99f8yo8,63,1437947,"britpop, modern rock, welsh rock"
,,Kool & The Gang,3VNITwohbvU5Wuy5PC6dsI,68,2270734,"disco, funk, motown, soul"
,,Bob Dylan,74ASZWbe4lXaubB36ztrGX,71,6124785,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter"
,,Birdy,2WX2uTcsvV5OnS0inACecP,71,3727239,"neo mellow, uk pop"
,,Matchbox Twenty,3Ngh2zDBRPEriyxQDAMKd1,68,2341610,"neo mellow, pop rock, post-grunge"
,,Andy Grammer,2oX42qP5ineK3hrhBECLmj,70,1147227,"neo mellow, post-teen pop"
,,Diana Ross,3MdG05syQeRYPPcClLaUGl,66,1594281,"adult standards, disco, motown, quiet storm, soft rock, soul"
,,Bowling for Soup,5ND0mGcL9SKSjWIjPd0xIb,61,1056384,"neon pop punk, pop punk, texas pop punk"
,,Jessie Reyez,3KedxarmBCyFBevnqQHy3P,71,1306433,"canadian contemporary r&b, canadian pop"
,,Three Days Grace,2xiIXseIJcq3nG7C8fHeBj,75,5624584,"alternative metal, canadian metal, canadian rock, nu metal, post-grunge, rock"
,,TLC,0TImkz4nPqjegtVSMZnMRq,69,3575807,"atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary"
,,Kyle,4qBgvVog0wzW75IQ48mU7v,64,1033658,"deep underground hip hop, indie pop rap, pop rap, viral trap"
,,Chris Young,4BYxqVkZyFjtik7crYLg5Q,68,2739742,"contemporary country, country, country road"
,,The Drums,0p5axeJsbtTCXBrRVoKjwu,64,794026,"brooklyn indie, indie surf"
,,John Mayer,0hEurMDQu99nJRq8pTxO14,78,5868163,"neo mellow, singer-songwriter"
,,Pentatonix,26AHtbjWKiwYzsoGoUZq53,64,3591023,"a cappella, viral pop"
,,Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,72,2291841,"contemporary country, country, country pop"
,,Doobie Brothers,39T6qqI0jDtSWWioX8eGJz,68,2262311,"album rock, classic rock, country rock, folk rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock"
,,T-Pain,3aQeKQSyrW4qWr35idm0cy,77,4349020,"dance pop, gangster rap, hip hop, pop rap, r&b, rap, southern hip hop, trap, urban contemporary"
,,Jonas Blue,1HBjj22wzbscIZ9sEb5dyf,76,3792092,"pop, pop dance, uk dance"
,,Little Big Town,3CygdxquGHurS7f9LjNLkv,65,2691145,"contemporary country, country, country dawn, country road"
,,Olly Murs,3whuHq0yGx60atvA2RCVRW,66,3305347,"dance pop, pop, talent show"
,,The Temptations,3RwQ26hR2tJtA8F9p2n7jG,67,2708612,"memphis soul, motown, soul"
,,James Vincent McMorrow,7FDlvgcodNfC0IBdWevl4u,56,591106,"chamber pop, indie folk, irish singer-songwriter, stomp and holler"
,,Flight Facilities,1lc8mnyGrCLtPhCoWjRxjM,59,435174,"aussietronica, australian dance, australian indie, indietronica, nu disco"
,,Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,73,2942730,"contemporary country, country, country road"
,,Emeli Sandé,7sfgqEdoeBTjd8lQsPT3Cy,63,2262878,"r&b, talent show"
,,José González,6xrCU6zdcSTsG2hLrojpmI,65,1070952,"chamber pop, gothenburg indie, indie folk, stomp and holler, swedish indie folk, swedish indie pop, swedish singer-songwriter"
,,The Used,55VydwMyCuGcavwPuhutPL,64,1100243,"alternative metal, neon pop punk, pop emo, post-grunge, post-hardcore, screamo"
,,Echo & The Bunnymen,0fgYKF9Avljex0L9Wt5b8Z,56,809613,"alternative rock, new romantic, new wave, permanent wave"
,,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,85,26545641,"art pop, dance pop, pop"
,,Usher,23zg3TcAtWQy7J6upgbUnj,79,10508757,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary"
,,Sean Paul,3Isy6kedDrgPYoTS1dazA9,82,4354462,"dance pop, dancehall, pop, pop rap"
,,Aminé,3Gm5F95VdRxW3mqCn8RPBJ,73,1863786,"pop rap, portland hip hop, rap, underground hip hop"
,,Jax Jones,4Q6nIcaBED8qUel8bBx6Cr,74,1114043,"dance pop, edm, house, pop dance, tropical house, uk dance, uk pop"
,,The Red Jumpsuit Apparatus,1SImpQO0GbjRgvlwCcCtFo,63,1275333,"alternative metal, neon pop punk, pop punk, post-grunge, screamo"
,,America,35U9lQaRWSQISxQAB94Meo,67,1587534,"album rock, classic rock, folk rock, heartland rock, mellow gold, soft rock"
,,"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,88,11559017,"hip hop, rap"
,,Blondie,4tpUmLEVLCGFr93o8hFFIB,70,1266628,"candy pop, new wave pop, permanent wave, power pop, rock"
,,Maluma,1r4hJ1h58CWwUQe3MxPuau,83,33889030,"latin pop, reggaeton, reggaeton colombiano, urbano latino"
,,Anne-Marie,1zNqDE7qDGCsyzJwohVaoX,80,10864540,pop
,,Chicago,3iDD7bnsjL9J4fO298r0L0,69,3624328,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock"
,,Corinne Bailey Rae,29WzbAQtDnBJF09es0uddn,64,730795,"british soul, neo soul, pop soul, soul"
,,Little Mix,3e7awlrlDSwF3iM0WBjGMp,75,11406014,"girl group, pop, talent show, uk pop"
,,Hans Zimmer,0YC192cP3KPCRWx8zr8MfZ,76,3325666,"german soundtrack, orchestral soundtrack, soundtrack"
,,Mika,5MmVJVhhYKQ86izuGHzJYA,66,1320642,
,,Hillsong United,74cb3MG0x0BOnYNW1uXYnM,70,3735517,"ccm, christian music, world worship, worship"
,,Tom Misch,1uiEZYehlNivdK3iQyAbye,67,1129996,"indie soul, jazz pop"
,,Nelly,2gBjLmx6zQnFGQJCAQpRgw,75,2418089,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary"
,,Gavin DeGraw,5DYAABs8rkY9VhwtENoQCz,62,1273378,"neo mellow, pop rock"
,,Steely Dan,6P7H3ai06vU1sGvdpBwDmE,68,1988855,"album rock, classic rock, country rock, folk rock, mellow gold, rock, soft rock, yacht rock"
,,John Williams,3dRfiJ2650SZu6GbydcHNb,71,1236116,"orchestral soundtrack, soundtrack"
,,Cut Copy,4EENT7N7rCBwrddM3s0vFS,48,320039,"alternative dance, australian dance, australian electropop, electronic rock, electronica, indietronica, neo-synthpop"
,,Gary Clark Jr.,01aC2ikO4Xgb2LUpf9JfKp,57,867533,"electric blues, modern blues rock, rock, soul blues, texas blues"
,,The Fratellis,3M4ThdJR28z9eSMcQHAZ5G,60,806191,"garage rock, modern rock, scottish rock"
,,Josh Turner,7vCtweS8UVAXTyau2j0rDT,65,2575017,"contemporary country, country, country road"
,,Paloma Faith,4fwuXg6XQHfdlOdmw36OHa,69,1178687,"british soul, talent show, uk pop"
,,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,72,5871935,"adult standards, canadian pop, jazz pop, lounge"
,,The Who,67ea9eGLXYMsO2eYQRui3w,68,5031912,"album rock, british invasion, classic rock, hard rock, rock"
,,Eric Church,2IvkS5MXK0vPGnwyJsrEyV,73,3751432,"contemporary country, country, country road"
,,AFI,19I4tYiChJoxEO5EuviXpz,61,847753,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo"
,,James Arthur,4IWBUUAFIplrNtaOHcJPRM,81,11842367,"pop, talent show, uk pop"
,,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,86,25476644,"dance pop, pop"
,,Evanescence,5nGIFgo0shDenQYSE0Sn7c,72,3855001,alternative metal
,,Andrew Bird,4uSftVc3FPWe6RJuMZNEe9,57,557818,"baroque pop, chamber pop, chicago indie, indie rock, melancholia, stomp and holler"
,,The Chicks,25IG9fa7cbdmCIy3OnuH57,68,1367471,"contemporary country, country, country dawn"
,,Rag'n'Bone Man,4f9iBmdUOhQWeP7dcAn1pf,68,1692998,neo soul
,,Escape the Fate,5ojhEavq6altxW8fWIlLum,62,1223783,"alternative metal, metalcore, neon pop punk, pixie, pop punk, screamo"
,,Crowded House,7ohlPA8dRBtCf92zaZCaaB,65,756550,"australian rock, permanent wave"
,,John Legend,5y2Xq6xcjJb2jVM54GHK3t,76,6483077,"neo soul, pop, pop soul, urban contemporary"
,,Van Morrison,44NX2ffIYHr6D4n7RaZF7A,72,2837733,"classic rock, folk, folk rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock"
,,Scorpions,27T030eWyCQRmDyuvr1kxY,72,6411038,"album rock, german hard rock, german metal, german rock, hard rock, rock"
,,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,87,37250953,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
,,Lionel Richie,3gMaNLQm7D9MornNILzdSl,71,3109319,soft rock
,,Taking Back Sunday,24XtlMhEMNdi822vi0MhY1,61,787126,"emo, pop punk, screamo"
,,The Tallest Man On Earth,2BpAc5eK7Rz5GAwSp9UYXa,55,633642,"chamber pop, indie folk, stomp and holler, swedish americana, swedish singer-songwriter"
,,Yes,7AC976RDJzL2asmZuz7qil,61,1749477,"album rock, art rock, classic rock, hard rock, progressive rock, rock, soft rock, symphonic rock"
,,James Morrison,3LpLGlgRS1IKPPwElnpW35,63,1549541,neo mellow
,,Dean Lewis,3QSQFmccmX81fWCUSPTS7y,76,2558368,australian pop
,,Queen,1dfeR4HaWDbWqFHLkxsg1d,85,46760399,"classic rock, glam rock, rock"
,,Mötley Crüe,0cc6vw3VN8YlIcvr1v7tBL,72,4633683,"album rock, alternative metal, glam metal, hard rock, metal, rock, sleaze rock"
,,UB40,69MEO1AADKg1IZrq2XLzo5,68,2191230,"reggae fusion, uk reggae"
,,Ludovico Einaudi,2uFUBdaVGtyMqckSeCl0Qj,78,3053079,"bow pop, compositional ambient, neo-classical"
,,Harry Styles,6KImCVD70vtIoJWnq6nGn3,88,27620953,pop
,,a-ha,2jzc5TC5TVFLXQlBNiIUzE,72,2000767,"new romantic, new wave, new wave pop, permanent wave, soft rock, synthpop"
,,Jesse McCartney,2Hjj68yyUPiC0HKEOigcEp,59,976594,"dance pop, pop, post-teen pop"
,,Poison,1fBCIkoPOPCDLUxGuWNvyo,63,3014415,"album rock, glam metal, hard rock, rock"
,,Elvis Costello,2BGRfQgtzikz1pzAD0kaEn,56,521937,"new wave, new wave pop, permanent wave, power pop, singer-songwriter"
,,Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,76,9885501,"canadian pop, candy pop, pop"
,,Puddle of Mudd,3dXaa6jwM7B52GZpaJEIr5,63,1886278,"alternative metal, nu metal, post-grunge"
,,Jaden,0xOeVMOz2fVg5BJY3N6akT,67,1868498,"pop rap, rap"
,,Mayday Parade,3WfJ1OtrWI7RViX9DMyEGy,61,1348135,"neon pop punk, pop punk"
,,Rage Against The Machine,2d0hyoQ5ynDBnkvAbJKORj,71,5444831,"alternative metal, alternative rock, conscious hip hop, funk metal, hard rock, nu metal, political hip hop, post-grunge, rap metal, rap rock, rock"
,,Jake Bugg,4hf3caW9H8uFwwbv5pFjcg,57,796216,"modern rock, nottingham indie"
,,Adam Lambert,6prmLEyn4LfHlD9NnXWlf7,62,1501547,"dance pop, idol, pop, post-teen pop"
,,Oh Wonder,5cIc3SBFuBLVxJz58W2tU9,67,1052665,"electropop, indie poptimism, pov: indie"
,,Clairo,3l0CmX0FuQjFxr8SK7Vqag,76,3899782,"bedroom pop, indie pop, pop, pov: indie"
,,The Goo Goo Dolls,2sil8z5kiy4r76CRTXxBCA,71,2519356,"neo mellow, permanent wave, pop rock, post-grunge"
,,Simple Plan,2p4FqHnazRucYQHyDCdBrJ,68,3404904,"canadian pop punk, canadian punk, canadian rock, modern rock, neon pop punk, pop punk"
,,Tom Odell,2txHhyCwHjUEpJjWrEyqyX,77,3149362,chill pop
,,Kansas,2hl0xAkS2AIRAu23TVMBG1,66,1387056,"album rock, classic rock, hard rock, heartland rock, mellow gold, progressive rock, rock, soft rock"
,,Michael Kiwanuka,0bzfPKdbXL5ezYW2z3UGQj,65,1302369,"british soul, neo soul, psychedelic soul, soul"
,,Eels,3zunDAtRDg7kflREzWAhxl,57,433864,"alternative rock, melancholia"
,,Santana,6GI52t8N5F02MxU0g5U69P,73,3020692,"blues rock, classic rock, mexican classic rock"
,,Denzel Curry,6fxyWrfmjcbj5d12gXeiNV,72,2320821,"dark trap, drill, hip hop, miami hip hop, rap, underground hip hop"
,,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,67,5038610,"album rock, classic rock, hard rock, metal, rock"
,,James Blunt,7KMqksf0UMdyA0UCf4R3ux,71,2797939,neo mellow
,,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,75,3132713,"canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock"
,,Bad Bunny,4q3ewBCX7sLwd24euuV69X,97,69539458,"reggaeton, trap latino, urbano latino"
,,David Gray,7J2lZBANizgPNfUzux31PV,60,584201,"neo mellow, permanent wave"
,,Cheap Trick,1LB8qB5BPb3MHQrfkvifXU,62,1347306,"album rock, beatlesque, classic rock, glam metal, glam rock, hard rock, heartland rock, mellow gold, power pop, rock, soft rock"
,,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,83,25354263,pop
,,Russ,1z7b1Pr1rSlvWRzsW3HOrS,77,4830145,hawaiian hip hop
,,Sum 41,0qT79UgT5tY4yudH9VfsdT,72,3565042,"alternative metal, canadian pop punk, canadian punk, modern rock, nu metal, pop punk, post-grunge, punk, rock"
,,Belle and Sebastian,4I2BJf80C0skQpp1sQmA0h,57,622766,"alternative rock, baroque pop, chamber pop, indie rock, melancholia, scottish indie, scottish rock, singer-songwriter, twee pop"
,,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,78,10730769,"neo soul, pop, r&b"
,,The Script,3AQRLZ9PuTAozP28Skbq8V,73,7890638,"celtic rock, pop"
,,Toto,0PFtn5NtBbbUNbU9EAmIWF,73,2616064,"album rock, classic rock, hard rock, mellow gold, rock, soft rock, yacht rock"
,,Styx,4salDzkGmfycRqNUbyBphh,62,1768128,"album rock, classic rock, glam metal, hard rock, mellow gold, progressive rock, rock, soft rock"
,,James Taylor,0vn7UBvSQECKJm2817Yf1P,68,2344742,"classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock"
,,REO Speedwagon,55vs7NT1KxcFjbMC4y202E,65,2296033,"album rock, classic rock, glam metal, hard rock, heartland rock, mellow gold, rock, soft rock"
,,Passenger,0gadJ2b9A4SKsB1RFkBb66,70,3178668,"folk-pop, neo mellow"
,,5 Seconds of Summer,5Rl15oVamLq7FbSb0NNBNy,78,9389371,"boy band, pop"
,,Celine Dion,4S9EykWXhStSc15wEx8QFK,74,7363142,canadian pop
,,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,83,15609090,"piano rock, pop"
,,Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,72,4189571,"mellow gold, soft rock"
,,Bright Eyes,5o206eFLx38glA2bb4zqIU,57,575786,"chamber pop, indie rock, melancholia, omaha indie, stomp and holler"
,,Foreigner,6IRouO5mvvfcyxtPDKMYFN,70,2804465,"album rock, classic rock, glam metal, hard rock, heartland rock, mellow gold, rock, soft rock"
,,Leon Bridges,3qnGvpP8Yth1AqSBMqON5x,72,1532539,"modern blues, neo soul, soul"
,,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,83,41605649,"canadian pop, pop, viral pop"
,,Kaleo,7jdFEYD2LTYjfwxOdlVjmc,69,1562342,"icelandic indie, icelandic rock, modern alternative rock"
,,Wet Leg,2TwOrUcYnAlIiKmVQkkoSZ,62,516470,"crank wave, indie rock"
,,Helena Hauff,1JcefSOP7bcWEluL0iEIaN,28,51104,electra
,,Nightmares on Wax,4tNxq9NGKTKaX8OkZBLgf0,57,427555,"bleep techno, downtempo, electronica, trip hop"
,,Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,71,738244,"classic texas country, contemporary country"
,,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,71,1357383,"contemporary country, country, country road, modern country rock"
,,Brett Young,0fiWOxhsBsQQvFDtxUQWo0,68,991036,"contemporary country, country, country road"
,,Chase Rice,6pBNfggcZZDCmb0p92OnGn,62,1091143,"contemporary country, country, country road, modern country rock"
,,Jon Pardi,4MoAOfV4ROWofLG3a3hhBN,74,1690217,"contemporary country, country, country road, modern country rock"
,,The California Honeydrops,21t0aavYGSGFkYYFhu6urk,53,103879,bay area indie
,,The Floozies,5czcqWtwZb5btfWWvWTmgZ,41,82141,"glitch hop, jam band, lawrence ks indie"
,,The Funk Hunters,5xwd7lKJeb2opUvYZnXFut,40,41697,canadian electronic
,,Tipper,1soJ22UMyjIw6SYFtoFJwe,41,152955,"downtempo, glitch hop, nu skool breaks, psybass"
,,Brothers Osborne,39NR3AUhpbbqKM33vWn2fp,64,1152808,"contemporary country, country, country road, modern country rock, modern southern rock"
,,Tyler Childers,13ZEDW6vyBF12HYcZRr4EV,77,1768331,"kentucky indie, kentucky roots, outlaw country"
,,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,91,5954119,contemporary country
,,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,83,1461392,"classic oklahoma country, modern country pop"
,,Midland,1DTZRmlVZBxx2wRQBtx6yi,62,255846,"classic texas country, neo-traditional country"
,,Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG,80,1759396,"indie pop, la indie, pov: indie"
,,100 Gecs,6PfSUFtkMVoDkx4MQkzOi3,65,531398,"hyperpop, proto-hyperpop, scenecore"
,,Turnstile,2qnpHrOzdmOo1S4ox3j17x,61,411215,"hardcore punk, modern melodic hardcore"
,,Louis The Child,7wg1qvie3KqDNQbAkTdbX0,62,459174,"edm, electropop"
,,Marc Rebillet,72udTJKu1pGovvS9aCYGMI,50,410600,
,,The Linda Lindas,13dTrWNNrnZ3AkgNyQNKP5,40,117992,riot grrrl
,,Don Brocko,1aOt6LvXOV6I8dv1A5Diia,53,211454,"british alternative rock, modern alternative rock"
,,Floating Points,2AR42Ur9PcchQDtEdwkv4L,49,294759,"electronica, intelligent dance music, wonky"
,,beabadoobee,35l9BRT7MXmM8bv2WDQiyB,75,2046328,"bedroom pop, bubblegrunge, indie pop, pov: indie"
,,The Revivalists,5kuJibJcwOC53s3OkoGMRA,58,336823,modern alternative rock
,,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,83,1461392,"classic oklahoma country, modern country pop"
,,Parkway Drive,159qqlGwzE04xyqpfAwRLo,64,1025291,"alternative metal, australian metalcore, melodic metalcore, metalcore, nu metal"
,,Frank Turner & The Sleeping Souls,27M9shmwhIjRo7WntpT9Rp,54,350972,"acoustic rock, folk punk"
,,Frank Turner And The Sleeping Souls,27M9shmwhIjRo7WntpT9Rp,54,350972,"acoustic rock, folk punk"
,,The Comet is Coming,0Z5FMozvx15nUSUA6a9kkU,41,152036,"british jazz, chamber psych"
,,Viagra Boys,2nAKP6etu8wXNnezKXgqgg,53,220196,"crank wave, egg punk, stockholm indie"
,,Yungblud,6Ad91Jof8Niiw0lGLLi3NW,69,2080919,"british indie rock, modern rock, pov: indie, rock"
,,Caamp,0wyMPXGfOuQzNR54ujR9Ix,69,467099,"indie folk, stomp and holler"
,,The Dead South,3HR1xtIsUefdFnkI1XHgeA,58,658700,saskatchewan indie
,,Ryan Bingham,31z9f9AyPawiq0qlBO1M3i,59,430493,"new americana, outlaw country"
,,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,79,12425004,lgbtq+ hip hop
,,Orpheu The Wizard,1epREGjF7UQSSSodewHqg6,31,4,
,,Electric Wizard,4htjQW3lgIwL6fEJlTOez4,46,282126,"doom metal, sludge metal, stoner metal, stoner rock, uk doom metal"
,,Idris Elba,0Dc2rdPzleezxhvQhQbXuS,56,112499,uk tech house
,,Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,74,1096379,"alternative pop rock, pov: indie"
,,Blackpink,41MozSoPIsD1dJM0CLPjZF,86,41205596,"k-pop, k-pop girl group, pop"
,,Latto,3MdXrJWsbVzdn6fe5JYkSQ,71,1042720,trap queen
,,The Blaze,1Dt1UKLtrJIW1xxRBejjos,64,476883,new french touch
,,Glorilla,2qoQgPAilErOKCwE2Y8wOG,66,267922,
,,The Kid Laroi,2tIP7SsRs7vjIcLrU85W8J,81,4560000,australian hip hop
,,Burna Boy,3wcj11K77LjEY1PkEazffa,79,5598953,"afrobeats, dancehall, nigerian hip hop, nigerian pop"
,,Jackson Wang,1kfWoWgCugPkyxQP8lkRlY,68,3865395,k-pop
,,Yung Lean,67lytN32YpUxiSeWlKfHJ3,64,805862,"cloud rap, psychedelic hip hop, underground hip hop"
,,Ashnikko,3PyJHH2wyfQK3WZrk9rpmP,70,1951110,"alt z, escape room"
,,A Boogie Wit Da Hoodie,31W5EY0aAly4Qieq6OFu6I,82,7424037,"melodic rap, rap, trap"
,,Flo Milli,08PvCOlef4xdOr20jFSTPd,68,586969,viral rap
,,Labrinth,2feDdbD5araYcm6JhFHHw7,81,2895783,"indie poptimism, pop"
,,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,89,4347945,"rap, trap"
,,Paris Texas,1SCrMreNPJYSRZIlRe9SUq,49,83195,"chill abstract hip hop, indie hip hop"
,,Drama,7LvvNoUPwTZpgXDWBRrfHg,61,119318,indie soul
,,Remi Wolf,0NB5HROxc8dDBXpkIi1v3d,65,374484,"indie pop, modern alternative pop"
,,The Garden,4UVlSeEFDPmlkYKaRMRoOz,59,422843,"art punk, oc indie"
,,Alex G,6lcwlkAjBPSKnFBZjjZFJs,70,672101,"indie pop, philly indie, pov: indie"
,,Muna,6xdRb2GypJ7DqnWAI2mHGn,63,297456,"indie pop, indie poptimism, la pop, metropopolis"
,,Pi’Erre Bourne,3x3jSlhyv5CiCZDZlaTq0M,65,855985,"melodic rap, vapor trap"
,,Rebelution,2WjvvwAX0mdWwq3aFuUdtc,64,798235,reggae rock
,,Tv Girl,0Y6dVaC9DZtPNH4591M42W,80,2521893,pov: indie
,,Benee,0Cp8WN4V8Tu4QJQwCN5Md4,67,752906,"alt z, nz pop"
,,Cannons,7FtCyCJCJaxabYO7Uyda5B,62,262420,
,,Doechii,4E2rKHVDssGJm2SCDOMMJB,68,247866,alternative r&b
,,Ethel Cain,0avMDS4HyoCEP6RqZJWpY2,63,247426,"countrygaze, indie pop, modern dream pop"
,,Rosalia,7ltDVBr6mKbRvohxheJ9h1,85,7289433,"pop, r&b en espanol"
,,Earthgang,5MbNzCW3qokGyoo9giHA3V,65,772792,"atl hip hop, hip hop, psychedelic hip hop, rap, underground hip hop"
,,Knocked Loose,4qrHkx5cgWIslciLXUMrYw,58,286449,"kentucky metal, kentucky punk"
,,Diljit Dosanjh,2FKWNmZWDBZR4dE5KX4plR,73,16146311,"desi pop, filmi, modern bollywood"
,,Gordo,23rleGXVOVVgTk3xgtmfE4,66,768067,"canadian country, canadian singer-songwriter, classic rock, country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock"
,,Two Friends,44Ewva5aHOX00EwaX2D2mh,59,185313,
,,Yves Tumor,0qu422H5MOoQxGjd4IzHbS,60,308974,"art pop, escape room, experimental pop, experimental r&b, hypnagogic pop"
,,Boris Brejcha,6caPJFLv1wesmM7gwK1ACy,63,1196198,"german house, german techno, high-tech minimal, minimal techno"
,,Dannylux,6ElqtIfQsAkEYypgfJIjeK,72,894801,sad sierreno
,,Destroy Boys,7KeN0XX71T4fGysIYLB5J5,58,334528,"oakland indie, pov: indie"
,,Kenny Beats,1rHOtdmGNr5vcYNw5v7QGC,65,172961,"indie hip hop, trap, underground hip hop"
,,Magdalena Bay,1oPRcJUkloHaRLYx0olBLJ,58,158928,la pop
,,Nora En Pure,24DO0PijjITGIEWsO8XaPs,62,373479,"deep house, electra, house, progressive house, swiss pop, tropical house"
,,Weyes Blood,3Uqu1mEdkUJxPe7s31n1M9,59,357913,"art pop, chamber pop, experimental folk, indie pop"
,,Joy Crookes,5XMyhVhi5ZN2pi0Qwi1zXS,60,387405,"alternative r&b, uk contemporary r&b"
,,Noname,1EpyA68dKpjf7jXmQL88Hy,55,663854,"alternative r&b, chicago rap"
,,Bakar,3K2Srho6NCF3o9MswGR76H,70,388291,uk alternative hip hop
,,Sg Lewis,0GG2cWaonE4JPrjcCCQ1EG,64,322417,"indie soul, uk dance, vapor soul"
,,Yung Gravy,2YOYua8FpudSEiB9s88IgQ,70,1586538,"meme rap, minnesota hip hop"
,,Paris Jackson,11I8qWK4foqycuPFRDFH6e,41,47467,
,,Suki Waterhouse,5GGJosGMs08YEmKTZJe1fL,65,331734,indie pop
,,Dj Diesel,6TxBySn4sDWKZuSR5gpp6H,22,2955,
,,Baby Keem,5SXuuuRpukkTvsLuUknva1,79,1490126,"hip hop, rap"
,,Girl In Red,3uwAm6vQy7kWPS2bciKWx9,74,5996324,"alt z, bedroom pop, indie pop, norwegian indie, pop, pov: indie"
,,Ken Carson,3gBZUcNeVumkeeJ19CY2sX,71,495972,rage rap
,,070 Shake,12Zk1DFhCbHY6v3xep2ZjI,76,461902,new jersey rap
,,Morgan Wade,4eYE8Z6cfEHEdG22lTyucP,58,93734,modern country pop
,,Charley Crockett,3BJX1nYizKvWpZTY5HOAr4,60,224451,"new americana, southern americana"
,,Jacob Collier,0QWrMNukfcVOmgEU0FEDyD,58,630534,uk alternative pop
,,Marcus Mumford,3bYcjbVAN3rAuU3TMzw2mB,53,80314,british singer-songwriter
,,Rina Sawayama,2KEqzdPS7M5YwGmiuPTdr5,63,917223,"art pop, electropop, indie pop"
,,Jenny Lewis,5cMVRrisBpDkXCVG48epED,49,178046,"chamber pop, indie pop, new americana"
,,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,76,841027,pov: indie
,,Kip Moore,2hJPr4lk7Q8SSvCVBl9fWM,65,1238454,"contemporary country, country, country road, modern country rock"
,,Peekaboo,4Ok1Cm5YX5StCQZgH0r2xF,52,92246,"brostep, dubstep"
,,Three 6 Mafia,26s8LSolLfCIY88ysQbIuT,63,1192279,"crunk, dirty south rap, gangster rap, memphis hip hop, southern hip hop, tennessee hip hop, trap"
,,Peach Pit,6fC2AcsQtd9h4BWELbbire,64,720014,"pov: indie, vancouver indie"
,,Subtronics,3NJ94iuAmmMjbszODYT6pO,61,215141,brostep
,,Cory Wong,6xt9sJmmyYwWkJv8A6ssiU,54,195965,instrumental funk
,,Men I Trust,3zmfs9cQwzJl575W1ZYXeT,70,1224328,indie pop
,,The Band Camino,6d4jrmreCmsenscuieJERc,62,349777,"hopebeat, pov: indie"
,,Bob Moses,6LHsnRBUYhFyt01PdKXAF5,60,338309,"canadian electronic, canadian house"
,,Hippo Campus,1btWGBz4Uu1HozTwb2Lm8A,63,595880,"minneapolis indie, modern rock, pov: indie"
,,Matt Maeson,7gHscNMDI8FF8pcgrV8eIn,64,414566,pov: indie
,,The Midnight,2NFrAuh8RQdQoS7iYFbckw,59,418215,"nightrun, popwave"
,,Vulfpeck,7pXu47GoqSYRajmBCjxdD6,61,824003,"ann arbor indie, funk rock, instrumental funk"
